kp,pipeline_id,pipeline_code,pipeline_name,latitude,longitude,elevation,slope_deg,river_proximity_km,fault_distance_km,soil_type,soil_risk,flooding_index,earthquake_factor,erosion_factor,landslide_index,soil_corrosivity_index,hoop_stress_ratio,pipe_diameter_inches,operating_pressure_psig,pipe_material,design_wall_thickness_mm,operational_age_years,corrosion_rate_mm_per_year,thickness_loss_mm,remaining_wall_thickness_mm,material_loss_percent,degradation_condition,failure_probability,failure_probability_percent,risk_class,primary_hazard,failure_code,diagnostic_message,remediation_plan
39.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.831367,6.874234,41.0,0.11,2.7,27.66,Corrosive Lowland Clay,1,0.528,0.047,0.118,0.056,0.786,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.346,1.38,20.82,6.2,Normal,0.1938,19.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 39.0: High external corrosion hazard (19.4%) resulting from saturated groundwater (Corrosivity Index 0.786) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
40.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.838259,6.880065,41.0,0.0,1.7,29.11,Corrosive Lowland Clay,1,0.657,0.084,0.19,0.026,0.788,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.377,1.51,20.69,6.8,Normal,0.2242,22.4,Medium,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 40.0: High external corrosion hazard (22.4%) resulting from saturated groundwater (Corrosivity Index 0.788) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
41.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.84515,6.885897,41.0,0.0,0.7,29.8,Saturated Alluvial Silty Clay,2,0.98,0.086,0.335,0.037,0.97,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.424,1.7,20.5,7.7,Normal,0.315,31.5,Medium,Hydrodynamic River Scour & Flood Inundation,ERR-GEO-HYDRO-01,"KP 41.0: High failure probability (31.5%) driven by severe River Niger flood inundation (Flood Index 0.98, 0.7 km proximity). Current scour threatens to un-seat buried pipe.",Perform Horizontal Directional Drilling (HDD) deep riverbed re-burial & install concrete articulated weighting mats.
42.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.851893,6.891893,41.0,0.0,0.3,31.05,Saturated Alluvial Silty Clay,2,0.98,0.037,0.408,0.063,0.97,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.436,1.74,20.46,7.8,Normal,0.3194,31.9,Medium,Hydrodynamic River Scour & Flood Inundation,ERR-GEO-HYDRO-01,"KP 42.0: High failure probability (31.9%) driven by severe River Niger flood inundation (Flood Index 0.98, 0.3 km proximity). Current scour threatens to un-seat buried pipe.",Perform Horizontal Directional Drilling (HDD) deep riverbed re-burial & install concrete articulated weighting mats.
43.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.858283,6.898283,41.0,0.0,1.3,31.88,Saturated Alluvial Silty Clay,2,0.701,0.063,0.27,0.031,0.97,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.429,1.72,20.48,7.7,Normal,0.2542,25.4,Medium,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 43.0: High external corrosion hazard (25.4%) resulting from saturated groundwater (Corrosivity Index 0.97) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
44.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.864672,6.904672,41.0,0.11,2.3,33.06,Corrosive Lowland Clay,1,0.565,0.067,0.187,0.044,0.788,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.351,1.4,20.8,6.3,Normal,0.2078,20.8,Medium,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 44.0: High external corrosion hazard (20.8%) resulting from saturated groundwater (Corrosivity Index 0.788) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
45.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.871062,6.911062,43.0,0.23,3.3,33.06,Corrosive Lowland Clay,1,0.492,0.077,0.175,0.056,0.774,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.354,1.42,20.78,6.4,Normal,0.1952,19.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 45.0: High external corrosion hazard (19.5%) resulting from saturated groundwater (Corrosivity Index 0.774) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
46.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.877451,6.917451,45.0,0.0,4.3,32.06,Corrosive Lowland Clay,1,0.44,0.068,0.142,0.064,0.76,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.342,1.37,20.83,6.2,Normal,0.1815,18.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 46.0: High external corrosion hazard (18.1%) resulting from saturated groundwater (Corrosivity Index 0.76) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
47.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.883841,6.923841,43.0,0.0,5.3,30.81,Corrosive Lowland Clay,1,0.387,0.062,0.068,0.045,0.757,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.349,1.4,20.8,6.3,Normal,0.1611,16.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 47.0: High external corrosion hazard (16.1%) resulting from saturated groundwater (Corrosivity Index 0.757) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
48.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.890231,6.930231,45.0,0.06,6.3,29.76,Corrosive Lowland Clay,1,0.391,0.03,0.061,0.063,0.75,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.339,1.36,20.84,6.1,Normal,0.1592,15.9,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 48.0: High external corrosion hazard (15.9%) resulting from saturated groundwater (Corrosivity Index 0.75) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
49.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.89662,6.93662,44.0,0.11,7.3,28.67,Corrosive Lowland Clay,1,0.374,0.075,0.069,0.057,0.748,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.328,1.31,20.89,5.9,Normal,0.1615,16.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 49.0: High external corrosion hazard (16.2%) resulting from saturated groundwater (Corrosivity Index 0.748) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
50.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.90301,6.94301,43.0,0.11,8.3,27.63,Corrosive Lowland Clay,1,0.365,0.063,0.097,0.06,0.747,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.363,1.45,20.75,6.5,Normal,0.1613,16.1,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 50.0: High external corrosion hazard (16.1%) resulting from saturated groundwater (Corrosivity Index 0.747) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
51.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.909399,6.949399,42.0,0.06,9.3,26.92,Corrosive Lowland Clay,1,0.347,0.079,0.062,0.046,0.747,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.327,1.31,20.89,5.9,Normal,0.1547,15.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 51.0: High external corrosion hazard (15.5%) resulting from saturated groundwater (Corrosivity Index 0.747) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
52.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.915789,6.955789,42.0,0.06,10.3,25.63,Corrosive Lowland Clay,1,0.372,0.083,0.093,0.045,0.745,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.33,1.32,20.88,5.9,Normal,0.1623,16.2,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 52.0: High external corrosion hazard (16.2%) resulting from saturated groundwater (Corrosivity Index 0.745) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
53.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.922178,6.962178,43.0,2.18,11.3,24.72,Corrosive Lowland Clay,1,0.33,0.067,0.134,0.135,0.742,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.333,1.33,20.87,6.0,Normal,0.1701,17.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 53.0: High external corrosion hazard (17.0%) resulting from saturated groundwater (Corrosivity Index 0.742) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
54.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.928568,6.968568,80.0,1.03,12.3,24.21,Stable Sandy Loam,0,0.312,0.068,0.1,0.105,0.477,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.231,0.92,21.28,4.1,Normal,0.1349,13.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 54.0: High external corrosion hazard (13.5%) resulting from saturated groundwater (Corrosivity Index 0.477) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
55.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.934957,6.974957,61.0,0.52,13.3,22.86,Corrosive Lowland Clay,1,0.328,0.037,0.05,0.059,0.708,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.311,1.24,20.96,5.6,Normal,0.1431,14.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 55.0: High external corrosion hazard (14.3%) resulting from saturated groundwater (Corrosivity Index 0.708) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
56.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.941347,6.981347,71.0,0.74,14.3,22.17,Corrosive Lowland Clay,1,0.312,0.066,0.05,0.092,0.69,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.321,1.28,20.92,5.8,Normal,0.1475,14.8,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 56.0: High external corrosion hazard (14.8%) resulting from saturated groundwater (Corrosivity Index 0.69) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
57.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.947736,6.987736,74.0,0.34,15.3,20.77,Corrosive Lowland Clay,1,0.293,0.064,0.081,0.084,0.685,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.302,1.21,20.99,5.5,Normal,0.1449,14.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 57.0: High external corrosion hazard (14.5%) resulting from saturated groundwater (Corrosivity Index 0.685) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
58.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.954126,6.994126,77.0,1.03,16.3,19.9,Corrosive Lowland Clay,1,0.296,0.072,0.113,0.113,0.679,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.305,1.22,20.98,5.5,Normal,0.1534,15.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 58.0: High external corrosion hazard (15.3%) resulting from saturated groundwater (Corrosivity Index 0.679) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
59.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.960515,7.000515,92.0,2.06,17.3,18.73,Stable Sandy Loam,0,0.28,0.046,0.11,0.172,0.452,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.235,0.94,21.26,4.2,Normal,0.1353,13.5,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 59.0: High external corrosion hazard (13.5%) resulting from saturated groundwater (Corrosivity Index 0.452) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
60.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.966905,7.006905,113.0,1.55,18.3,17.94,Stable Sandy Loam,0,0.257,0.074,0.096,0.166,0.416,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.214,0.86,21.34,3.9,Normal,0.1293,12.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 60.0: Stable terrain conditions (12.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
61.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.973294,7.013294,119.0,1.72,19.3,17.3,Stable Sandy Loam,0,0.262,0.06,0.06,0.143,0.405,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.195,0.78,21.42,3.5,Normal,0.1205,12.0,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 61.0: Stable terrain conditions (12.0% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
62.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.979684,7.019684,83.0,0.57,20.3,15.79,Stable Sandy Loam,0,0.285,0.057,0.056,0.107,0.466,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.218,0.87,21.33,3.9,Normal,0.1238,12.4,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 62.0: High external corrosion hazard (12.4%) resulting from saturated groundwater (Corrosivity Index 0.466) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
63.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.986293,7.025843,109.0,1.6,21.3,15.24,Stable Sandy Loam,0,0.238,0.061,0.106,0.153,0.421,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.235,0.94,21.26,4.2,Normal,0.1234,12.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 63.0: Stable terrain conditions (12.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
64.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.992913,7.031991,111.0,0.06,22.3,14.21,Stable Sandy Loam,0,0.26,0.075,0.05,0.102,0.418,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.231,0.92,21.28,4.1,Normal,0.1159,11.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 64.0: Stable terrain conditions (11.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
65.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,7.999533,7.038138,110.0,1.32,23.29,13.38,Stable Sandy Loam,0,0.24,0.084,0.105,0.132,0.419,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.236,0.94,21.26,4.2,Normal,0.1232,12.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 65.0: Stable terrain conditions (12.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
66.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.006154,7.044286,134.0,0.92,24.29,12.32,Stable Sandy Loam,0,0.216,0.112,0.095,0.122,0.377,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.219,0.88,21.32,4.0,Normal,0.1162,11.6,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 66.0: Stable terrain conditions (11.6% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
67.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.012774,7.050433,126.0,2.23,25.29,11.13,Stable Sandy Loam,0,0.243,0.093,0.132,0.178,0.391,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.189,0.76,21.44,3.4,Normal,0.1321,13.2,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 67.0: Stable terrain conditions (13.2% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
68.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.019394,7.05658,173.0,1.6,26.29,10.4,Stable Sandy Loam,0,0.158,0.098,0.123,0.206,0.31,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.181,0.72,21.48,3.2,Normal,0.1134,11.3,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 68.0: Stable terrain conditions (11.3% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
69.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.026015,7.062728,154.0,1.89,27.29,9.27,Stable Sandy Loam,0,0.194,0.105,0.078,0.194,0.343,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.2,0.8,21.4,3.6,Normal,0.1179,11.8,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 69.0: Stable terrain conditions (11.8% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
70.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.032635,7.068875,140.0,1.6,28.29,8.41,Stable Sandy Loam,0,0.224,0.102,0.085,0.15,0.366,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.201,0.8,21.4,3.6,Normal,0.1188,11.9,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 70.0: Stable terrain conditions (11.9% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
71.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.039255,7.075023,182.0,5.88,29.29,7.26,Stable Sandy Loam,0,0.186,0.132,0.14,0.34,0.294,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.182,0.73,21.47,3.3,Normal,0.144,14.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 71.0: Stable terrain conditions (14.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
72.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.045875,7.08117,243.0,1.78,30.29,6.44,Expansive Shale & Rocky Outcrop,2,0.085,0.129,0.105,0.222,0.589,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.297,1.19,21.01,5.4,Normal,0.1304,13.0,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 72.0: High external corrosion hazard (13.0%) resulting from saturated groundwater (Corrosivity Index 0.589) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
73.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.052496,7.087317,213.0,3.03,31.29,5.59,Expansive Shale & Rocky Outcrop,2,0.113,0.147,0.152,0.262,0.641,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.298,1.19,21.01,5.4,Normal,0.1532,15.3,Low,Corrosive Soil & Anoxic Groundwater Degradation,ERR-GEO-CORR-04,KP 73.0: High external corrosion hazard (15.3%) resulting from saturated groundwater (Corrosivity Index 0.641) and anaerobic clay soil. Coating breakdown risk is high.,"Upgrade Impressed Current Cathodic Protection (ICCP), apply 3LPE coating repair, and conduct smart-pig inline inspection."
74.0,1,AKK-SEC1,Ajaokuta–Kaduna–Kano (AKK) Gas Pipeline — Kogi Corridor,8.059116,7.093465,190.0,2.46,32.29,4.79,Stable Sandy Loam,0,0.179,0.223,0.122,0.226,0.28,0.412,40.0,1440.0,API 5L X80,22.2,4.0,0.15,0.6,21.6,2.7,Normal,0.1338,13.4,Low,Low Geo-Hazard Stress (Nominal Operational),NOMINAL-00,KP 74.0: Stable terrain conditions (13.4% PoF). Operating within normal design parameters under standard Catholic Protection monitoring.,Maintain standard periodic aerial Right-of-Way surveillance and annual CP survey.
